   4.0144477e+02   1.2589961e-01
   4.0157413e+02   1.2602298e-01
   4.0170348e+02   1.2610787e-01
   4.0183284e+02   1.2615376e-01
   4.0196219e+02   1.2617535e-01
   4.0209155e+02   1.2618433e-01
   4.0222090e+02   1.2618187e-01
   4.0235026e+02   1.2616639e-01
   4.0247961e+02   1.2614538e-01
   4.0260897e+02   1.2612522e-01
   4.0273832e+02   1.2610767e-01
   4.0286768e+02   1.2609419e-01
   4.0299703e+02   1.2608433e-01
   4.0312639e+02   1.2607822e-01
   4.0325574e+02   1.2607482e-01
   4.0338510e+02   1.2607330e-01
   4.0351446e+02   1.2607306e-01
   4.0364381e+02   1.2607397e-01
   4.0377317e+02   1.2607587e-01
   4.0390252e+02   1.2607851e-01
   4.0403188e+02   1.2608176e-01
   4.0416123e+02   1.2608540e-01
   4.0429059e+02   1.2608936e-01
   4.0441994e+02   1.2609353e-01
   4.0454930e+02   1.2609794e-01
   4.0467865e+02   1.2610267e-01
   4.0480801e+02   1.2610745e-01
   4.0493736e+02   1.2611209e-01
   4.0506672e+02   1.2611651e-01
   4.0519607e+02   1.2612078e-01
   4.0532543e+02   1.2612497e-01
   4.0545478e+02   1.2612921e-01
   4.0558414e+02   1.2613370e-01
   4.0571349e+02   1.2613849e-01
   4.0584285e+02   1.2614370e-01
   4.0597220e+02   1.2614948e-01
   4.0610156e+02   1.2615626e-01
   4.0623091e+02   1.2616450e-01
   4.0636027e+02   1.2617479e-01
   4.0648962e+02   1.2618733e-01
   4.0661898e+02   1.2620294e-01
   4.0674833e+02   1.2622151e-01
   4.0687769e+02   1.2624369e-01
   4.0700704e+02   1.2626982e-01
   4.0713640e+02   1.2630056e-01
   4.0726575e+02   1.2633592e-01
   4.0739511e+02   1.2637589e-01
   4.0752446e+02   1.2642043e-01
   4.0765382e+02   1.2647009e-01
   4.0778317e+02   1.2652453e-01
   4.0791253e+02   1.2656017e-01
   4.0804188e+02   1.2659642e-01
   4.0817124e+02   1.2663325e-01
   4.0830059e+02   1.2667132e-01
   4.0842995e+02   1.2671109e-01
   4.0855930e+02   1.2675267e-01
   4.0868866e+02   1.2679615e-01
   4.0881801e+02   1.2684191e-01
   4.0894737e+02   1.2688974e-01
   4.0907672e+02   1.2693984e-01
   4.0920608e+02   1.2699202e-01
   4.0933543e+02   1.2704663e-01
   4.0946479e+02   1.2710397e-01
   4.0959414e+02   1.2716392e-01
   4.0972350e+02   1.2722632e-01
   4.0985285e+02   1.2729138e-01
   4.0998221e+02   1.2735863e-01
   4.1011156e+02   1.2742825e-01
   4.1024092e+02   1.2750005e-01
   4.1037027e+02   1.2757405e-01
   4.1049963e+02   1.2765015e-01
   4.1062898e+02   1.2772831e-01
   4.1075834e+02   1.2780851e-01
   4.1088769e+02   1.2789079e-01
   4.1101705e+02   1.2797502e-01
   4.1114640e+02   1.2806120e-01
   4.1127576e+02   1.2814932e-01
   4.1140511e+02   1.2823955e-01
   4.1153447e+02   1.2833181e-01
   4.1166383e+02   1.2842604e-01
   4.1179318e+02   1.2852225e-01
   4.1192254e+02   1.2862050e-01
   4.1205189e+02   1.2872074e-01
   4.1218125e+02   1.2882294e-01
   4.1231060e+02   1.2892708e-01
   4.1243996e+02   1.2903313e-01
   4.1256931e+02   1.2914103e-01
   4.1269867e+02   1.2925078e-01
   4.1282802e+02   1.2936234e-01
   4.1295738e+02   1.2947576e-01
   4.1308673e+02   1.2959089e-01
   4.1321609e+02   1.2970773e-01
   4.1334544e+02   1.2982623e-01
   4.1347480e+02   1.2994683e-01
   4.1360415e+02   1.3006950e-01
   4.1373351e+02   1.3019434e-01
   4.1386286e+02   1.3032142e-01
   4.1399222e+02   1.3045099e-01
   4.1412157e+02   1.3058316e-01
   4.1425093e+02   1.3071821e-01
   4.1438028e+02   1.3085628e-01
   4.1450964e+02   1.3099765e-01
   4.1463899e+02   1.3114242e-01
   4.1476835e+02   1.3129078e-01
   4.1489770e+02   1.3144281e-01
   4.1502706e+02   1.3159872e-01
   4.1515641e+02   1.3175860e-01
   4.1528577e+02   1.3192253e-01
   4.1541512e+02   1.3209052e-01
   4.1554448e+02   1.3226275e-01
   4.1567383e+02   1.3243930e-01
   4.1580319e+02   1.3262012e-01
   4.1593254e+02   1.3280523e-01
   4.1606190e+02   1.3299477e-01
   4.1619125e+02   1.3318881e-01
   4.1632061e+02   1.3338759e-01
   4.1644996e+02   1.3359133e-01
   4.1657932e+02   1.3380014e-01
   4.1670867e+02   1.3401411e-01
   4.1683803e+02   1.3423328e-01
   4.1696738e+02   1.3445770e-01
   4.1709674e+02   1.3468739e-01
   4.1722609e+02   1.3492238e-01
   4.1735545e+02   1.3516266e-01
   4.1748480e+02   1.3540800e-01
   4.1761416e+02   1.3565843e-01
   4.1774351e+02   1.3591387e-01
   4.1787287e+02   1.3617426e-01
   4.1800222e+02   1.3643919e-01
   4.1813158e+02   1.3670856e-01
   4.1826093e+02   1.3698232e-01
   4.1839029e+02   1.3726052e-01
   4.1851964e+02   1.3754285e-01
   4.1864900e+02   1.3782925e-01
   4.1877835e+02   1.3811964e-01
   4.1890771e+02   1.3841404e-01
   4.1903706e+02   1.3871210e-01
